name,wikipedia__en,state,group,term,source,id,name__es,wikipedia__es,name__en,gender,birth_date,given_name,identifier__viaf,image,death_date,family_name,identifier__freebase
Ricardo Monreal Ávila,Ricardo Monreal Ávila,Federal District,MRN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,,,,,,,,,,,,
Francisco Arroyo Vieyra,Francisco Arroyo Vieyra,Guanajuato,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q5865160,Francisco Arroyo Vieyra,Francisco Arroyo Vieyra,Francisco Arroyo Vieyra,male,1959-04-16,Francisco,,,,,
Ramón Montalvo Hernández,Ramón Montalvo Hernández,Mexico,PRD,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16190850,Ramón Montalvo Hernández,Ramón Montalvo Hernández,Ramón Montalvo Hernández,male,1974-07-29,Ramón,,,,,
José Ángel Ávila Pérez,José Ángel Ávila Pérez,Federal District,PRD,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q5946622,José Ángel Ávila Pérez,José Ángel Ávila Pérez,José Ángel Ávila Pérez,male,1956-10-07,José,,,,,
Trinidad Morales Vargas,Trinidad Morales Vargas,Federal District,PRD,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q6152748,Trinidad Morales Vargas,Trinidad Morales Vargas,Trinidad Morales Vargas,male,1957-06-16,Trinidad,,,,,
Flor Ayala,Flor Ayala,Sonora,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q5460225,Flor Ayala,Flor Ayala,Flor Ayala,female,1972-04-22,Flor,,,,,
Alejandro Moreno Cárdenas,Alejandro Moreno Cárdenas,Campeche,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q5665275,Alejandro Moreno Cárdenas,Alejandro Moreno Cárdenas,Alejandro Moreno Cárdenas,male,1975-04-25,Alejandro,,,,,
Fernando Belaunzarán,Fernando Belaunzarán,Federal District,PRD,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16190131,,"",Fernando Belaunzarán,male,1970-01-03,Fernando,,,,,
Julio César Moreno Rivera,Julio César Moreno Rivera,Federal District,PRD,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16190863,Julio César Moreno Rivera,Julio César Moreno Rivera,Julio César Moreno Rivera,male,1973-02-02,Julio,,,,,
Manlio Fabio Beltrones,Manlio Fabio Beltrones,Sonora,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q2355497,Manlio Fabio Beltrones,Manlio Fabio Beltrones,Manlio Fabio Beltrones Rivera,male,1952-08-30,Manlio,122222072,,,,/m/03m6lp4
Tania Morgan Navarrete,Tania Morgan Navarrete,Sinaloa,PAN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16223820,,"",Tania Morgan Navarrete,female,1985-08-12,Tania,,,,,
Marco Antonio Bernal,Marco Antonio Bernal,Tamaulipas,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q5804242,Marco Antonio Bernal,Marco Antonio Bernal Gutiérrez,Marco Antonio Bernal,male,1953-11-30,Marco,,,,,
Gisela Mota Ocampo,Gisela Mota Ocampo,Morelos,PRD,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16190886,,"",Gisela Mota Ocampo,female,1982-03-13,Gisela,,,,,
Juana Bonilla Jaime,Juana Bonilla Jaime,Mexico,PRD,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16190187,,"",Juana Bonilla Jaime,female,1961-05-16,Juana,,,,,
Felipe Muñoz Kapamas,Felipe Muñoz Kapamas,Federal District,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,,,,,,,,,,,,
Jaime Bonilla Valdez,Jaime Bonilla Valdez,Baja California,MRN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16144704,,"",Jaime Bonilla Valdez,male,1950-06-09,Jaime,,,,,
Juan Carlos Muñoz Márquez,Juan Carlos Muñoz Márquez,Guanajuato,PAN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16145573,,"",Juan Carlos Muñoz Márquez,male,1950-04-30,Juan,,,,,
Teresita de Jesús Borges,Teresita de Jesús Borges,Yucatán,PRD,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16190190,,"",Teresita de Jesús Borges,female,1965-08-17,Teresita,,,,,
Heberto Neblina,Heberto Neblina,Sonora,PAN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16208284,,"",Heberto Neblina,male,1969-02-17,,,,,,
José Alfredo Botello,José Alfredo Botello,Querétaro,PAN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16186990,,"",José Alfredo Botello,male,1956-12-07,José,,,,,
Yesenia Nolasco Ramírez,Yesenia Nolasco Ramírez,Federal District,PRD,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16190933,,"",Yesenia Nolasco Ramírez,female,1982-08-22,,,,,,
Fernando Bribiesca Sahagún,Fernando Bribiesca Sahagún,Guanajuato,PANAL,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q15241452,Fernando Bribiesca,Fernando Bribiesca Sahagún,Fernando Bribiesca Sahagún,male,1981-08-16,Fernando,,,,,
Magdalena Núñez Monreal,Magdalena Núñez Monreal,Zacatecas,PT,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16193272,,"",Magdalena Núñez Monreal,female,1959-01-13,Magdalena,,,,,
Juan Bueno Torio,Juan Bueno Torio,Veracruz,PAN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q6299090,Juan Bueno Torio,Juan Bueno Torio,Juan Bueno Torio,male,1953-01-01,Juan,,https://upload.wikimedia.org/wikipedia/commons/a/ae/Juan_Bueno_Torio_01.JPG,,,
Arnoldo Ochoa González,Arnoldo Ochoa González,Colima,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q4795351,Arnoldo Ochoa González,Arnoldo Ochoa González,Arnoldo Ochoa González,male,1951-01-27,Arnoldo,,,,,
José Angelino Caamal,José Angelino Caamal,Campeche,PANAL,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16193985,,"",José Angelino Caamal,male,1961-02-14,José,,,,,
Nabor Ochoa López,Nabor Ochoa López,Colima,PVEM,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q6037076,Nabor Ochoa López,Nabor Ochoa López,Nabor Ochoa López,male,1960-07-12,Nabor,,,,,
Juan Francisco Cáceres,Juan Francisco Cáceres,Tabasco,PAN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q5865517,Francisco Cáceres de la Fuente,Francisco Cáceres de la Fuente,Juan Francisco Cáceres,male,1962-10-26,Francisco,,,,,
Cristina Olvera Barrios,Cristina Olvera Barrios,Federal District,PANAL,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16185510,,"",Cristina Olvera Barrios,female,1953-07-24,Cristina,,,,,
Leticia Calderón Ramírez,Leticia Calderón Ramírez,Mexico,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16213465,,"",Leticia Calderón Ramírez,female,1971-08-01,Leticia,,,,,
Adolfo Orive Bellinger,Adolfo Orive Bellinger,Federal District,PT,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q5658088,Adolfo Orive Bellinger,Adolfo Orive Bellinger,Adolfo Orive Bellinger,male,1940-08-13,Adolfo,,,,,
Rubén Camarillo Ortega,Rubén Camarillo Ortega,Aguascalientes,PAN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q6113181,Rubén Camarillo Ortega,Rubén Camarillo Ortega,Rubén Camarillo Ortega,male,1961-11-13,Rubén,,,,,
Javier Orozco Gómez,Javier Orozco Gómez,Mexico,PVEM,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q5928068,Javier Orozco Gómez,Javier Orozco Gómez,Javier Orozco Gómez,male,1964-11-18,Javier,,,,,
Maria Elena Cano Ayala,Maria Elena Cano Ayala,Guanajuato,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,,,,,,,,,,,,
Guadalupe Ortega Pacheco,Guadalupe Ortega Pacheco,Yucatán,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16196635,Guadalupe Ortega Pacheco,"",Guadalupe Ortega Pacheco,female,1966-04-29,Guadalupe,,,,,
Ricardo Cantú Garza,Ricardo Cantú Garza,Mexico,PT,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q6108068,Ricardo Cantú,Ricardo Cantú Garza,Ricardo Cantú Garza,male,1953-05-23,Ricardo,,,,,
Loretta Ortíz Ahlf,Loretta Ortíz Ahlf,Federal District,MRN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16186821,,"",Loretta Ortíz Ahlf,female,1955-02-24,Loretta,,,,,
Eloy Cantú Segovia,Eloy Cantú Segovia,Nuevo León,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q5829897,Eloy Cantú Segovia,Eloy Cantú Segovia,Eloy Cantú Segovia,male,1952-09-24,Eloy,,,,,
Ricardo Pacheco Rodríguez,Ricardo Pacheco Rodríguez,Durango,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q6108393,Ricardo Pacheco Rodríguez,Ricardo Pacheco Rodríguez,Ricardo Pacheco Rodríguez,male,1963-09-18,Ricardo,,,,,
Miriam Cárdenas Cantú,Miriam Cárdenas Cantú,Coahuila,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16195453,,"",Miriam Cárdenas Cantú,female,1964-10-08,Miriam,,,,,
Carla Padilla Ramos,Carla Padilla Ramos,Mexico,PVEM,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16206521,,"",Carla Padilla Ramos,female,1969-05-06,Carla,,,,,
Carlos Humberto Castaños,Carlos Humberto Castaños,Sinaloa,PAN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16216503,,"",Carlos Humberto Castaños,male,1977-04-14,Carlos,,,,,
Leslie Pantoja Hernández,Leslie Pantoja Hernández,Sonora,PAN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16215997,,"",Leslie Pantoja Hernández,female,1976-08-25,Leslie,,,,,
Carlos Octavio Castellanos,Carlos Octavio Castellanos,Chiapas,PVEM,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16216504,,"",Carlos Octavio Castellanos,male,1977-05-26,Carlos,,,,,
Raciel López Salazar,Raciel López Salazar,Chiapas,PVEM,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16242962,,"",Raciel López Salazar,male,,,,,,,
Flor Pedraza Aguilera,Flor Pedraza Aguilera,Federal District,PAN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16216715,,"",Flor Pedraza Aguilera,female,1977-08-21,Flor,,,,,
Ángel Cedillo Hernández,Ángel Cedillo Hernández,Mexico,PRD,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16190252,,"",Ángel Cedillo Hernández,male,1960-10-01,Ángel,,,,,
Carmen Pérez Camarena,Carmen Pérez Camarena,Jalisco,PAN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16204591,,"",Carmen Pérez Camarena,female,1968-10-08,Carmen,,,,,
María Sanjuana Cerda Franco,María Sanjuana Cerda Franco,Nuevo León,PANAL,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16151159,,"",María Sanjuana Cerda Franco,female,1951-04-22,María,,,,,
Elvia María Pérez,Elvia María Pérez,Campeche,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16186422,,"",Elvia María Pérez,female,1954-01-30,Elvia,,,,,
María Ceseñas Chapa,María Ceseñas Chapa,Nuevo León,PRD,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16151656,,"",María Ceseñas Chapa,female,1952-01-02,María,,,,,
Pedro Porras Pérez,Pedro Porras Pérez,Mexico,PRD,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16191035,,"",Pedro Porras Pérez,male,1959-08-01,Pedro,,,,,
Sergio Augusto Chan Lugo,Sergio Augusto Chan Lugo,Yucatán,PAN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16196863,,"",Sergio Augusto Chan Lugo,male,1967-08-16,Sergio,,,,,
Domitilo Posadas Hernández,Domitilo Posadas Hernández,Mexico,PRD,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16191040,,"",Domitilo Posadas Hernández,male,1958-05-12,,,,,,
Rodrigo Chávez Contreras,Rodrigo Chávez Contreras,Federal District,MRN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16193512,,"",Rodrigo Chávez Contreras,male,1960-01-01,Rodrigo,,,,,
Martí Batres,Martí Batres,Federal District,MRN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q5475632,Martí Batres Guadarrama,Martí Batres Guadarrama,Martí Batres,male,1967-01-26,Martí,,https://upload.wikimedia.org/wikipedia/commons/1/1a/Martí_Batres_Guadarrama.JPG,,,
Lourdes Quiñones Canales,Lourdes Quiñones Canales,Durango,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16185537,,"",Lourdes Quiñones Canales,female,1953-02-11,Lourdes,,,,,
Yazmín Copete,Yazmín Copete,Veracruz,PRD,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16190312,,"",Yazmín Copete,female,1964-08-05,,,,,,
María Ramírez Diez,María Ramírez Diez,San Luis Potosí,PAN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16194272,,"",María Ramírez Diez,female,1961-12-08,María,,,,,
Martha Córdova Bernal,Martha Córdova Bernal,Chihuahua,MC,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16196881,,"",Martha Córdova Bernal,female,1967-02-24,Martha,,,,,
Luis Miguel Ramírez Romero,Luis Miguel Ramírez Romero,Morelos,PAN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16206746,,"",Luis Miguel Ramírez Romero,male,1969-09-29,Luis,,,,,
Soraya Córdova,Soraya Córdova,Puebla,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16193056,,"",Soraya Córdova,female,1959-06-29,Soraya,,,,,
Patricia Retamoza,Patricia Retamoza,Jalisco,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16193322,,"",Patricia Retamoza,female,1959-03-31,Patricia,,,,,
María Corona Nakamura,María Corona Nakamura,Jalisco,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16195476,,"",María Corona Nakamura,female,1964-02-03,María,,,,,
Carla Reyes Montiel,Carla Reyes Montiel,Mexico,PRD,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16222415,,"",Carla Reyes Montiel,female,1983-02-02,Carla,,,,,
Maximiliano Cortázar,Maximiliano Cortázar,Federal District,PAN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q10888878,Max Cortázar Lara,"",Maximiliano Cortázar,male,1966-11-02,Max,,,,,
Rocío Reza Gallegos,Rocío Reza Gallegos,Chihuahua,PAN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16200923,,"",Rocío Reza Gallegos,female,1968-04-19,Rocío,,,,,
Isaías Cortés Berumen,Isaías Cortés Berumen,Jalisco,PAN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16213913,,"",Isaías Cortés Berumen,male,1972-10-14,,,,,,
Alicia Ricalde Magaña,Alicia Ricalde Magaña,Quintana Roo,PAN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q5399354,Alicia Ricalde Magaña,Alicia Ricalde Magaña,Alicia Ricalde Magaña,female,1965-11-10,Alicia,,,,,
Eufrosina Cruz,Eufrosina Cruz,Oaxaca,PAN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q5406856,,"",Eufrosina Cruz,female,1979-01-01,Eufrosina,,,,Cruz,
Sonia Rincón Chanona,Sonia Rincón Chanona,Chiapas,PANAL,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16151944,,"",Sonia Rincón Chanona,female,1952-11-10,Sonia,,,,,
Maricruz Cruz Morales,Maricruz Cruz Morales,Mexico,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16213482,,"",Maricruz Cruz Morales,female,1971-05-02,,,,,,
Alfredo Rivadeneyra Hernández,Alfredo Rivadeneyra Hernández,Mexico,PAN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16213727,,"",Alfredo Rivadeneyra Hernández,male,1971-06-08,Alfredo,,,,,
Antonio Cuéllar Steffan,Antonio Cuéllar Steffan,Aguascalientes,PVEM,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16198383,,"",Antonio Cuéllar Steffan,male,1968-05-10,Antonio,,,,,
Erick Rivera Villanueva,Erick Rivera Villanueva,Hidalgo,PAN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16212862,,"",Erick Rivera Villanueva,male,1970-01-14,Erick,,,,,
Mario Alejandro Cuevas Mena,Mario Alejandro Cuevas Mena,Yucatán,PRD,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16190338,,"",Mario Alejandro Cuevas Mena,male,1972-05-16,Mario,,,,,
Héctor Roblero Gordillo,Héctor Roblero Gordillo,Chiapas,PT,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16122469,,"",Héctor Roblero Gordillo,male,1948-04-28,Héctor,,,,,
Andrés de la Rosa Anaya,Andrés de la Rosa Anaya,Baja California,PAN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16213738,,"",Andrés de la Rosa Anaya,male,1971-05-08,Andrés,,,,,
José Alberto Rodríguez Calderón,José Alberto Rodríguez Calderón,Hidalgo,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16194295,,"",José Alberto Rodríguez Calderón,male,1961-10-23,José,,,,,
Jesús Murillo Karam,Jesús Murillo Karam,Hidalgo,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q7733036,Jesús Murillo Karam,Jesús Murillo Karam,Jesús Murillo Karam,male,1948-03-02,Jesús,,,,,/m/02qjcbp
Jorge del Ángel Acosta,Jorge del Ángel Acosta,Veracruz,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16120664,,"",Jorge del Ángel Acosta,male,1948-06-28,Jorge,,,,,
Fernando Rodríguez Doval,Fernando Rodríguez Doval,Federal District,PAN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q5695097,Fernando Rodríguez Doval,Fernando Rodríguez Doval,Fernando Rodríguez Doval,male,1980-04-29,Fernando,,,,,
Rodolfo Dorador,Rodolfo Dorador,Durango,PAN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q6110490,Rodolfo Dorador,Rodolfo Dorador,Rodolfo Dorador,male,1969-02-13,Rodolfo,,,,,
Leonor Romero Sevilla,Leonor Romero Sevilla,Tlaxcala,PAN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16192905,,"",Leonor Romero Sevilla,female,1958-09-07,Leonor,,,,,
Alfonso Durazo,Alfonso Durazo,Sonora,MRN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q4722024,Alfonso Durazo,"",Alfonso Durazo,male,1954-07-11,Alfonso,,,,,
María Fernanda Romero Lozano,María Fernanda Romero Lozano,Tabasco,MRN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16231520,,"",María Fernanda Romero Lozano,female,1986-04-15,María,,,,,
Arturo Escobar y Vega,Arturo Escobar y Vega,Federal District,PVEM,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q4801730,Arturo Escobar y Vega,Arturo Escobar y Vega,Arturo Escobar y Vega,male,1970-04-23,Arturo,,,,,
Jorge Rosiñol Abreu,Jorge Rosiñol Abreu,Campeche,PAN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16192907,Jorge Rosiñol Abreu,Jorge Rosiñol Abreu,Jorge Rosiñol Abreu,male,1958-09-18,Jorge,,https://upload.wikimedia.org/wikipedia/commons/2/24/Jorge_Rosiñol_Abreu.jpg,,,
Rubén Félix Hays,Rubén Félix Hays,Sinaloa,PANAL,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16195530,,"",Rubén Félix Hays,male,1964-03-15,Rubén,,,,,
Adán David Ruiz,Adán David Ruiz,Baja California,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16196677,,"",Adán David Ruíz,male,1966-02-01,Adán,,,,,
Fernando Jorge Castro Trenti,Fernando Jorge Castro Trenti,Baja California,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,,,,,,,,,,,,
Enrique Flores Flores,Enrique Flores Flores,San Luis Potosí,PAN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16221729,,"",Enrique Flores Flores,male,1982-11-18,Enrique,,,,,
Verónica Sada Pérez,Verónica Sada Pérez,Nuevo León,PAN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16195306,,"",Verónica Sada Pérez,female,1963-08-31,Verónica,,,,,
Patricio Flores Sandoval,Patricio Flores Sandoval,Jalisco,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16151254,,"",Patricio Flores Sandoval,male,1951-09-01,Patricio,,,,,
Margarita Saldaña Hernández,Margarita Saldaña Hernández,Federal District,PAN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q15279158,Margarita Saldaña Hernández,Margarita Saldaña Hernández,Margarita Saldaña Hernández,female,1964-02-19,Margarita,,https://upload.wikimedia.org/wikipedia/commons/1/1f/Margarita_Saldana_Hernández.jpg,,,
Juan Manuel Fócil Pérez,Juan Manuel Fócil Pérez,Tabasco,PRD,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16190426,,"",Juan Manuel Fócil Pérez,male,1963-06-12,Juan,,,,,
Fernando Salgado Delgado,Fernando Salgado Delgado,Mexico,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16196683,,"",Fernando Salgado Delgado,male,1966-11-26,Fernando,,,,,
René Fujiwara,René Fujiwara,Federal District,PANAL,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16223124,,"",René Fujiwara,male,1984-04-07,René,,,,,
José Arturo Salinas Garza,José Arturo Salinas Garza,Nuevo León,PAN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16215530,,"",José Arturo Salinas Garza,male,1975-04-11,José,,,,,
Erika Funes Velázquez,Erika Funes Velázquez,Mexico,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16215265,,"",Erika Funes Velázquez,female,1975-10-16,Erika,,,,,
Javier Salinas Narváez,Javier Salinas Narváez,Mexico,PRD,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q5846280,Javier Salinas Narváez,Javier Salinas Narváez,Javier Salinas Narváez,male,1965-11-22,Javier,,,,,
Heriberto Galindo Quiñones,Heriberto Galindo Quiñones,Sinaloa,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q5894858,Heriberto M. Galindo Quiñones,Heriberto M. Galindo Quiñones,Heriberto Galindo Quiñones,male,1951-03-20,Heriberto,,,,,
Josefina Salinas Pérez,Josefina Salinas Pérez,Mexico,PRD,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16191193,,"",Josefina Salinas Pérez,female,1965-09-03,Josefina,,,,,
Raúl Santos Galván Villanueva,Raúl Santos Galván Villanueva,Sinaloa,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16106631,,"",Raúl Santos Galván Villanueva,male,1944-12-01,Raúl,,,,,
Ramón Sampayo Ortíz,Ramón Sampayo Ortíz,Tamaulipas,PAN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q9066352,Ramón Antonio Sampayo Ortiz,Ramón Antonio Sampayo Ortiz,Ramón Sampayo Ortíz,male,1957-08-31,Ramón,,,,,
Lizbeth Gamboa Song,Lizbeth Gamboa Song,Quintana Roo,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q5977552,Lizbeth Gamboa Song,Lizbeth Gamboa Song,Lizbeth Gamboa Song,female,1981-03-31,,,,,,
Juan Ignacio Samperio,Juan Ignacio Samperio,Mexico,MC,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16189491,,"",Juan Ignacio Samperio,male,1957-10-04,Juan,,,,,
Mónica García de la Fuente,Mónica García de la Fuente,Aguascalientes,PVEM,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16220920,,"",Mónica García de la Fuente,female,1980-07-10,Mónica,,,,,
Mario Sánchez Ruiz,Mario Sánchez Ruiz,Sonora,PAN,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q12181749,Mario Sánchez Ruiz,Mario Sánchez Ruiz,Mario Sánchez Ruiz,male,1961-11-17,Mario,,,,,
María de las Nieves García,María de las Nieves García,Oaxaca,PRI,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16186677,,"",María de las Nieves García,female,1955-04-05,María,,,,,
Guillermo Sánchez Torres,Guillermo Sánchez Torres,Federal District,PRD,62,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress,Q16191201,Guillermo Sánchez Torres,"",Guillermo Sánchez Torres,male,1959-06-25,Guillermo,,,,,
